title,time,author_id,sentiment
Meta mulls launch of commercial AI model - report,2023-07-13,54324280,Neutral
"Take-Two, Electronic Arts, Roblox, Ubisoft could be targets after Activision deal",2023-07-12,52996117,Bullish
Elon Musk unveils xAI to 'understand reality' and 'true nature of universe',2023-07-12,55407719,Neutral
Roku Channel comes to Google TV and Android TV devices,2023-07-12,427396,Neutral
Google cloud exec said to abdicate management responsibilities after 24 years,2023-07-12,55407719,Bearish
Huawei eyes return to 5G phone arena despite US ban - report,2023-07-12,54324280,Bearish
SoftBank's Arm in talks to bring Nvidia as anchor investor in IPO - report,2023-07-12,52365730,Bullish
Wells Fargo highlights Nasdaq 100 rebalance trade opportunities,2023-07-11,51784941,Neutral
Nasdaq 100 set for special rebalance amid 'Magnificent Seven' domination,2023-07-11,27427253,Neutral
Spotify user growth 'surprisingly strong' heading into Q2: analyst,2023-07-10,55407719,Bullish
Neonode tumbles as patent invalidated in a case against Samsung,2023-07-10,52996117,Bearish
Alibaba launches AI image generator Tongyi Wanxiang in China,2023-07-07,54324280,Neutral
BofA highlights July’s top 10 growth and value stocks,2023-07-06,53367831,Neutral
Google reportedly delaying first customized smartphone chip until 2025,2023-07-06,55407719,Bearish
Google alleges India's antitrust agency protecting Amazon in Android case - report,2023-07-06,54324280,Bearish
"Intel on target to regain tech leadership, foundry a necessity: Northland",2023-07-05,55407719,Bullish
Yahoo eyes comeback to public markets - report,2023-07-04,54324280,Neutral
Meta faces setback in EU court over German antitrust agency's decision on Facebook -report,2023-07-04,54324280,Bearish
Netlist falls amid loss in patent validity probe with U.S. Patent Office,2023-07-03,52996117,Bearish
"Japan may regulate AI easier than Europe, closer to US view",2023-07-03,55407719,Neutral
Netlist loses request in patent validity probe with U.S. Patent Office,2023-07-02,52996117,Bearish
"Microsoft, Palo Alto, CrowdStrike may benefit from $30B AI gain",2023-07-01,55407719,Bearish
Google will pull Canada news links in response to Online News Act,2023-06-29,427396,Bearish
"Google, Salesforce-backed AI startup Typeface sees $1B valuation after $100M funding round",2023-06-29,54324280,Bullish
Google lays off staff at mapping app Waze amid consolidation (update),2023-06-28,52365730,Bearish
Citi screens for most crowded short stocks with new model,2023-06-28,51784941,Neutral
"Google violating its video-ad promises, research suggests",2023-06-27,427396,Bearish
Google fined again by Russian court over alleged video hosting monopoly,2023-06-27,55407719,Bearish
"Alphabet slips as Bernstein downgrades, citing 40% run since November",2023-06-27,55407719,Bearish
"AI stocks slip even as SoundHound added to Russell 2000, 3000 indexes",2023-06-26,55407719,Bearish
"Chinese smartphone shipments surge more than 22% in May, agency says",2023-06-26,55407719,Neutral
"Alphabet slips as UBS downgrades, citing 'limited upside,' monetization worries",2023-06-26,55407719,Bearish
"Microsoft, AWS, Google may benefit as cloud spending showing 'pockets of upticks'",2023-06-26,55407719,Bullish
"Over half of Fortune 100 firms are betting on blockchain, Coinbase finds",2023-06-24,54370868,Bullish
Latest tech crackdown sees Facebook and Instagram pull news in Canada,2023-06-23,27427253,Bearish
India-U.S. wrap-up: Country's ETF in focus amid Prime Minister Modi's visit,2023-06-22,56228617,Neutral
"Apple's App Store drives Services revenue, but Barclays sees big growth in ads, pay",2023-06-22,55407719,Neutral
"MongoDB rises as it unveils Google Cloud deal, several new Atlas products, features",2023-06-22,55407719,Bullish
"U.S., India expected to deepen economic ties during Modi visit",2023-06-22,55510976,Neutral
Google reportedly accuses Microsoft of unlawful cloud practices in US,2023-06-21,55407719,Bearish
Gannett sues Google over alleged advertising monopoly,2023-06-21,52365730,Bearish
YouTube's 1st official shopping channel to launch in South Korea - report,2023-06-21,54324280,Bullish
HP Enterprise unveils new service for AI systems amid several cloud announcements,2023-06-20,55407719,Neutral
Omnicom to integrate operating system with Google Cloud's AI models,2023-06-20,54324280,Bullish
"Biden said to pick Alphabet chair, others to lead next-gen chip efforts",2023-06-20,55407719,Bullish
Google eyes suppliers to move some Pixel manufacturing to India - report,2023-06-20,54324280,Bullish
Artificial intelligence is a '1995 moment' for tech. That could push stocks even higher.,2023-06-19,55407719,Bullish
Citi: Don't worry about Big Tech fueling 2023's rally. Worry about earnings instead.,2023-06-16,53367831,Neutral
Meta introduces speech generation AI model Voicebox,2023-06-16,54324280,Neutral
Nvidia beats AMD to be Morgan Stanley's top pick on near term upside from AI,2023-06-16,54324280,Bearish
"Squarespace pops as William Blair sees 'low risk, high reward' for Google deal",2023-06-16,55407719,Bullish
"Google's core display, video likely 'unaffected' by European ad tech concerns: Citi",2023-06-15,55407719,Bullish
Google said to temper chatbot use for employees on privacy concerns,2023-06-15,55407719,Bearish
European antitrust regulator threatens breakup of Google's ad tech business (update),2023-06-14,52996117,Bearish
AMD retains rating at Wells Fargo despite no big customers named for new AI chip,2023-06-14,54324280,Neutral
"Google nixes 'Department of AI', but has other ideas for regulation",2023-06-14,55510976,Neutral
Nvidia crosses $1T market cap powered by the rise of AI,2023-06-14,54324280,Bearish
Intel in talks to be anchor investor in chip designer Arm - report (update),2023-06-13,52996117,Neutral
Google delays European start of Bard AI chatbot over privacy concerns - report,2023-06-13,52996117,Bearish
